age,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
24,cellular,jul,wed,1,999,1,failure,-2.9,92.469,-33.6,1.0290000000000001,5076.2
46,cellular,nov,thu,6,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8
49,telephone,may,tue,9,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
54,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
58,cellular,may,wed,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1
58,telephone,jul,wed,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
36,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
30,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
42,cellular,jul,mon,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
43,cellular,may,tue,7,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1
24,cellular,jul,tue,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
49,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
48,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
49,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
40,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
35,cellular,may,fri,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1
41,cellular,may,fri,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1
73,cellular,mar,fri,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.531,5099.1
33,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
25,cellular,jul,thu,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
60,cellular,aug,thu,2,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.883,5076.2
45,cellular,jul,thu,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1
33,telephone,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
48,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
42,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
40,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
30,cellular,jun,fri,1,7,1,success,-1.7,94.055,-39.8,0.748,4991.6
41,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
41,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8
60,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
32,cellular,may,wed,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1
44,cellular,may,mon,5,999,1,failure,-1.8,92.89299999999999,-46.2,1.354,5099.1
25,cellular,jul,fri,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1
30,cellular,jul,wed,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
25,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
44,telephone,jun,thu,3,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1
18,cellular,sep,thu,1,3,1,success,-3.4,92.37899999999999,-29.8,0.809,5017.5
25,telephone,may,tue,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
36,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
45,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
51,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
44,cellular,may,tue,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1
24,cellular,jul,fri,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
39,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
44,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1
52,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
38,cellular,may,fri,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1
23,cellular,jul,wed,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1
30,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
26,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
24,cellular,jun,tue,1,999,2,failure,-2.9,92.963,-40.8,1.262,5076.2
59,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1
32,cellular,may,tue,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1
27,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
29,telephone,may,wed,8,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1
42,cellular,aug,wed,8,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
41,cellular,may,fri,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1
56,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
58,cellular,may,wed,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1
52,cellular,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1
51,cellular,may,mon,2,999,4,failure,-1.8,93.876,-40.0,0.6970000000000001,5008.7
31,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
34,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
60,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
36,cellular,may,fri,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1
30,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
51,cellular,jun,fri,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2
38,telephone,may,tue,11,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
41,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
43,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
60,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
28,telephone,jun,tue,7,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
34,cellular,jul,wed,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
64,cellular,oct,wed,2,999,0,nonexistent,-1.1,94.601,-49.5,0.9590000000000001,4963.6
35,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0
40,cellular,jul,tue,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1
33,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2
74,telephone,oct,mon,1,999,0,nonexistent,-1.1,94.601,-49.5,0.977,4963.6
40,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
46,cellular,jul,mon,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
41,cellular,jul,thu,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
44,cellular,may,tue,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1
47,cellular,aug,tue,10,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
29,cellular,may,mon,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1
51,cellular,may,tue,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1
52,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
27,telephone,apr,thu,3,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1
44,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
34,cellular,may,mon,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1
23,cellular,oct,mon,2,999,1,failure,-1.1,94.601,-49.5,1.032,4963.6
30,cellular,jul,tue,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
26,cellular,may,mon,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1
24,cellular,jul,wed,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
36,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
24,cellular,jul,thu,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1
31,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
39,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
36,telephone,jun,mon,4,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
47,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
34,cellular,nov,tue,3,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8
42,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
51,cellular,nov,fri,4,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
34,cellular,jul,wed,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1
33,cellular,aug,tue,6,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
37,cellular,jul,fri,1,6,1,success,-1.7,94.215,-40.3,0.8959999999999999,4991.6
36,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
47,cellular,jul,mon,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
42,cellular,aug,mon,3,999,0,nonexistent,-1.7,94.027,-38.3,0.898,4991.6
41,telephone,jul,mon,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1
31,cellular,jul,thu,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1
36,cellular,jun,fri,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2
30,telephone,may,thu,6,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
35,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
47,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
35,cellular,may,fri,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1
77,cellular,aug,fri,1,3,6,success,-1.7,94.027,-38.3,0.905,4991.6
37,telephone,jul,tue,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1
31,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
57,cellular,jul,mon,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
33,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1
39,cellular,apr,mon,6,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1
34,cellular,may,mon,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1
32,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
35,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
53,cellular,aug,fri,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
30,telephone,jul,wed,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
30,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
44,cellular,apr,mon,2,999,1,failure,-1.8,93.075,-47.1,1.466,5099.1
50,cellular,aug,thu,14,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1
56,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
58,cellular,jun,tue,2,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2
54,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1
40,cellular,nov,mon,1,7,2,failure,-3.4,92.649,-30.1,0.7140000000000001,5017.5
31,cellular,jul,fri,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
39,cellular,may,tue,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1
41,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
50,cellular,jul,fri,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
31,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
52,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
32,cellular,may,mon,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1
35,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1
54,cellular,aug,fri,1,999,1,failure,-2.9,92.20100000000001,-31.4,0.8490000000000001,5076.2
27,cellular,jul,tue,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
52,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
32,cellular,aug,fri,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8809999999999999,5076.2
27,cellular,may,thu,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1
39,cellular,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8
34,cellular,apr,fri,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
35,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0
42,cellular,nov,mon,2,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8
34,cellular,nov,fri,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
27,cellular,jul,thu,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1
49,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1
35,telephone,may,tue,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
22,telephone,jul,mon,7,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1
45,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
29,telephone,jul,wed,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
55,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
49,cellular,jul,wed,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1
47,cellular,may,fri,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1
41,cellular,may,thu,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1
50,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
46,cellular,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8
54,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
29,cellular,apr,mon,3,999,1,failure,-1.8,93.749,-34.6,0.645,5008.7
33,cellular,apr,thu,6,999,0,nonexistent,-1.8,93.749,-34.6,0.659,5008.7
31,cellular,jul,fri,3,6,2,success,-1.7,94.215,-40.3,0.885,4991.6
25,cellular,nov,thu,1,999,0,nonexistent,-1.1,94.76700000000001,-50.8,1.041,4963.6
34,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
35,telephone,may,mon,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
34,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
33,cellular,may,tue,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1
54,cellular,aug,thu,4,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
40,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
37,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1
42,telephone,jul,fri,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
33,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0
41,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0
36,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0
44,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8
40,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
41,telephone,may,wed,17,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
33,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1
32,telephone,jul,wed,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
45,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
35,cellular,sep,wed,2,18,2,failure,-1.1,94.199,-37.5,0.8859999999999999,4963.6
86,cellular,sep,tue,1,7,4,success,-1.1,94.199,-37.5,0.877,4963.6
45,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
34,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
41,cellular,nov,mon,2,999,0,nonexistent,-1.1,94.76700000000001,-50.8,1.0390000000000001,4963.6
50,cellular,may,wed,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.334,5099.1
28,telephone,may,thu,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1
33,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
43,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
42,cellular,dec,wed,1,6,1,success,-3.0,92.713,-33.0,0.715,5023.5
56,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
31,cellular,jul,wed,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
31,cellular,jul,thu,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
43,telephone,jul,tue,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
44,cellular,may,wed,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1
43,cellular,jul,mon,22,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
31,telephone,aug,tue,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.883,5076.2
59,telephone,may,thu,9,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
24,cellular,jun,tue,1,999,1,failure,-1.7,94.055,-39.8,0.737,4991.6
31,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
38,cellular,nov,thu,4,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8
37,cellular,may,mon,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1
33,telephone,jul,fri,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
34,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
46,cellular,nov,tue,1,999,1,failure,-0.1,93.2,-42.0,4.1530000000000005,5195.8
30,cellular,jul,wed,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1
56,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0
34,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1
31,cellular,oct,thu,1,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5
33,telephone,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1
28,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
40,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
45,telephone,sep,mon,4,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.797,5017.5
41,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
56,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
25,cellular,may,fri,3,999,2,failure,-1.8,93.876,-40.0,0.6990000000000001,5008.7
25,cellular,may,mon,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1
33,cellular,may,tue,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1
34,cellular,may,mon,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1
36,cellular,jul,wed,1,999,1,failure,-2.9,92.469,-33.6,1.0290000000000001,5076.2
75,cellular,jul,thu,1,999,2,failure,-1.7,94.215,-40.3,0.81,4991.6
38,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
28,cellular,aug,thu,1,999,1,failure,-2.9,92.20100000000001,-31.4,0.883,5076.2
56,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
30,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
48,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
30,cellular,jul,fri,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.959,5228.1
43,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0
33,cellular,may,mon,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1
36,cellular,apr,mon,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1
28,cellular,dec,fri,6,999,1,failure,-3.0,92.713,-33.0,0.71,5023.5
59,cellular,may,wed,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1
32,cellular,aug,wed,13,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
55,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
29,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
34,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
36,cellular,may,tue,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.266,5099.1
30,cellular,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8
47,cellular,jun,mon,4,999,0,nonexistent,-2.9,92.963,-40.8,1.281,5076.2
34,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
34,cellular,may,fri,4,999,1,failure,-1.8,92.89299999999999,-46.2,1.25,5099.1
29,cellular,jul,wed,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
57,telephone,jun,fri,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
49,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
42,cellular,jul,thu,10,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1
29,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
34,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
51,cellular,may,mon,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1
47,cellular,may,tue,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1
53,telephone,mar,mon,5,999,2,failure,-1.8,93.369,-34.8,0.6459999999999999,5008.7
28,cellular,jul,mon,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1
27,cellular,oct,wed,1,999,1,failure,-1.1,94.601,-49.5,1.043,4963.6
30,cellular,aug,thu,1,999,1,failure,-1.7,94.027,-38.3,0.904,4991.6
42,cellular,may,wed,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1
38,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1
29,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
44,cellular,may,wed,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1
59,telephone,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
51,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1
28,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
28,cellular,apr,thu,2,999,1,failure,-1.8,93.075,-47.1,1.483,5099.1
29,cellular,may,wed,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1
40,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
43,cellular,may,mon,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1
54,cellular,jul,tue,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1
42,cellular,may,mon,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.354,5099.1
55,cellular,may,mon,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.244,5099.1
49,cellular,jul,wed,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
52,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
36,cellular,jul,wed,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
54,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
39,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
50,telephone,sep,tue,1,999,0,nonexistent,-1.1,94.199,-37.5,0.877,4963.6
30,cellular,jun,mon,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2
27,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
32,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
54,telephone,jun,mon,4,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1
40,telephone,jul,wed,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
50,cellular,may,thu,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.327,5099.1
35,cellular,may,mon,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1
45,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
28,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
28,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
50,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
34,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
